Country,Measure Names,month_year,Latitude (generated),Longitude (generated),Value
Colombia,No Measure Value,2017-06,3.794,-73.606,857.001284
Chad,No Measure Value,2017-06,15.981,18.781,109
Brazil,No Measure Value,2017-06,-11.694,-48.978,2674.7695
Argentina,No Measure Value,2017-06,-33.166,-64.31,239.029594
Angola,No Measure Value,2017-06,-12.836,17.808,1657.333333
Algeria,No Measure Value,2017-06,28.6045,2.64,1078.845075
United States,No Measure Value,2017-07,40.0792,-98.8164,9246
United Kingdom,No Measure Value,2017-07,52.289,-1.259,923.682288
Sudan,No Measure Value,2017-07,15.739,29.533,92
South Sudan,No Measure Value,2017-07,7.1,30.48,138
Saudi Arabia,No Measure Value,2017-07,24.191,44.32,10010
Papua New Guinea,No Measure Value,2017-07,-5.636,142.798,52.0295
Oman,No Measure Value,2017-07,19.85,56.25,978.215516
Norway,No Measure Value,2017-07,61.3701,9.3031,1618
Nigeria,No Measure Value,2017-07,9.3417,7.678,1984.967742
Mexico,No Measure Value,2017-07,22.925,-101.68,1985.678253
Kuwait,No Measure Value,2017-07,29.3169,47.4272,2700
Kazakhstan,No Measure Value,2017-07,48.866,69.772,1744.49
Iraq,No Measure Value,2017-07,33.545,43.278,4443
Iran,No Measure Value,2017-07,33.408,54.0418,3900
Indonesia,No Measure Value,2017-07,-0.739,114.045,773
Ghana,No Measure Value,2017-07,7.258,-1.062,126.935484
Gabon,No Measure Value,2017-07,-0.406,11.914,193.16129
Egypt,No Measure Value,2017-07,26.16,28.742,625.774194
Congo (Brazzaville),No Measure Value,2017-07,0.509,16.08,313.709677
Colombia,No Measure Value,2017-07,3.794,-73.606,856.391448
Chad,No Measure Value,2017-07,15.981,18.781,136.580645
Brazil,No Measure Value,2017-07,-11.694,-48.978,2622.863226
Argentina,No Measure Value,2017-07,-33.166,-64.31,241.155705
Angola,No Measure Value,2017-07,-12.836,17.808,1675.645161
Algeria,No Measure Value,2017-07,28.6045,2.64,1090.630778
United States,No Measure Value,2017-08,40.0792,-98.8164,9250
United Kingdom,No Measure Value,2017-08,52.289,-1.259,802.51262
Sudan,No Measure Value,2017-08,15.739,29.533,92
South Sudan,No Measure Value,2017-08,7.1,30.48,132
Saudi Arabia,No Measure Value,2017-08,24.191,44.32,9951
Papua New Guinea,No Measure Value,2017-08,-5.636,142.798,52.0295
Oman,No Measure Value,2017-08,19.85,56.25,970.507
Norway,No Measure Value,2017-08,61.3701,9.3031,1551
Nigeria,No Measure Value,2017-08,9.3417,7.678,2030.16129
Mexico,No Measure Value,2017-08,22.925,-101.68,1930.110977
Kuwait,No Measure Value,2017-08,29.3169,47.4272,2700
Kazakhstan,No Measure Value,2017-08,48.866,69.772,1667.63
Iraq,No Measure Value,2017-08,33.545,43.278,4423
Iran,No Measure Value,2017-08,33.408,54.0418,3845
Indonesia,No Measure Value,2017-08,-0.739,114.045,760
Ghana,No Measure Value,2017-08,7.258,-1.062,218.870968
Gabon,No Measure Value,2017-08,-0.406,11.914,137.354839
Egypt,No Measure Value,2017-08,26.16,28.742,631.387097
Congo (Brazzaville),No Measure Value,2017-08,0.509,16.08,223.709677
Colombia,No Measure Value,2017-08,3.794,-73.606,858.511829
Chad,No Measure Value,2017-08,15.981,18.781,105.935484
Brazil,No Measure Value,2017-08,-11.694,-48.978,2576.063742
Argentina,No Measure Value,2017-08,-33.166,-64.31,245.847022
Angola,No Measure Value,2017-08,-12.836,17.808,1647.387097
Algeria,No Measure Value,2017-08,28.6045,2.64,1089.724185
United States,No Measure Value,2017-09,40.0792,-98.8164,9516
United Kingdom,No Measure Value,2017-09,52.289,-1.259,908.483416
Sudan,No Measure Value,2017-09,15.739,29.533,89
South Sudan,No Measure Value,2017-09,7.1,30.48,135
Saudi Arabia,No Measure Value,2017-09,24.191,44.32,9973
Papua New Guinea,No Measure Value,2017-09,-5.636,142.798,52.0295
Oman,No Measure Value,2017-09,19.85,56.25,900.291
Norway,No Measure Value,2017-09,61.3701,9.3031,1439
Nigeria,No Measure Value,2017-09,9.3417,7.678,1965.333333
Mexico,No Measure Value,2017-09,22.925,-101.68,1730.200577
Kuwait,No Measure Value,2017-09,29.3169,47.4272,2700
Kazakhstan,No Measure Value,2017-09,48.866,69.772,1720.49
Iraq,No Measure Value,2017-09,33.545,43.278,4505
Iran,No Measure Value,2017-09,33.408,54.0418,3848
Indonesia,No Measure Value,2017-09,-0.739,114.045,756
Ghana,No Measure Value,2017-09,7.258,-1.062,193.333333
Gabon,No Measure Value,2017-09,-0.406,11.914,224.666667
Egypt,No Measure Value,2017-09,26.16,28.742,639.833333
Congo (Brazzaville),No Measure Value,2017-09,0.509,16.08,262.333333
Colombia,No Measure Value,2017-09,3.794,-73.606,852.198806
Chad,No Measure Value,2017-09,15.981,18.781,140.666667
Brazil,No Measure Value,2017-09,-11.694,-48.978,2652.591333
Argentina,No Measure Value,2017-09,-33.166,-64.31,248.90193
Angola,No Measure Value,2017-09,-12.836,17.808,1574
Algeria,No Measure Value,2017-09,28.6045,2.64,1072.498928
United States,No Measure Value,2017-10,40.0792,-98.8164,9668
United Kingdom,No Measure Value,2017-10,52.289,-1.259,925.55896
Sudan,No Measure Value,2017-10,15.739,29.533,86
South Sudan,No Measure Value,2017-10,7.1,30.48,145
Saudi Arabia,No Measure Value,2017-10,24.191,44.32,10056
Papua New Guinea,No Measure Value,2017-10,-5.636,142.798,49.4041
Oman,No Measure Value,2017-10,19.85,56.25,956.97929
Norway,No Measure Value,2017-10,61.3701,9.3031,1548
Nigeria,No Measure Value,2017-10,9.3417,7.678,1793.774194
Mexico,No Measure Value,2017-10,22.925,-101.68,1901.981644
Kuwait,No Measure Value,2017-10,29.3169,47.4272,2700
Kazakhstan,No Measure Value,2017-10,48.866,69.772,1690.43
Iraq,No Measure Value,2017-10,33.545,43.278,4349
Iran,No Measure Value,2017-10,33.408,54.0418,3810
Indonesia,No Measure Value,2017-10,-0.739,114.045,756
Ghana,No Measure Value,2017-10,7.258,-1.062,218.870968
Gabon,No Measure Value,2017-10,-0.406,11.914,232.516129
Egypt,No Measure Value,2017-10,26.16,28.742,634.193548
Congo (Brazzaville),No Measure Value,2017-10,0.509,16.08,313.709677
Colombia,No Measure Value,2017-10,3.794,-73.606,863.852453
Chad,No Measure Value,2017-10,15.981,18.781,136.580645
Brazil,No Measure Value,2017-10,-11.694,-48.978,2627.42729
Argentina,No Measure Value,2017-10,-33.166,-64.31,252.373819
Angola,No Measure Value,2017-10,-12.836,17.808,1730.935484
Algeria,No Measure Value,2017-10,28.6045,2.64,1065.246188
United States,No Measure Value,2017-11,40.0792,-98.8164,10085
United Kingdom,No Measure Value,2017-11,52.289,-1.259,990.655592
Sudan,No Measure Value,2017-11,15.739,29.533,85
South Sudan,No Measure Value,2017-11,7.1,30.48,150
Saudi Arabia,No Measure Value,2017-11,24.191,44.32,9891
Papua New Guinea,No Measure Value,2017-11,-5.636,142.798,49.4041
Oman,No Measure Value,2017-11,19.85,56.25,950.63315
Norway,No Measure Value,2017-11,61.3701,9.3031,1488
Nigeria,No Measure Value,2017-11,9.3417,7.678,1996.1
Mexico,No Measure Value,2017-11,22.925,-101.68,1866.628555
Kuwait,No Measure Value,2017-11,29.3169,47.4272,2705
Kazakhstan,No Measure Value,2017-11,48.866,69.772,1812.94
Iraq,No Measure Value,2017-11,33.545,43.278,4533
Iran,No Measure Value,2017-11,33.408,54.0418,3878
Indonesia,No Measure Value,2017-11,-0.739,114.045,752
Ghana,No Measure Value,2017-11,7.258,-1.062,256.666667
Gabon,No Measure Value,2017-11,-0.406,11.914,179
Egypt,No Measure Value,2017-11,26.16,28.742,631.866667
Congo (Brazzaville),No Measure Value,2017-11,0.509,16.08,293
Colombia,No Measure Value,2017-11,3.794,-73.606,851.061156
Chad,No Measure Value,2017-11,15.981,18.781,109
Brazil,No Measure Value,2017-11,-11.694,-48.978,2594.643333
Argentina,No Measure Value,2017-11,-33.166,-64.31,251.643165
Angola,No Measure Value,2017-11,-12.836,17.808,1453.333333
Algeria,No Measure Value,2017-11,28.6045,2.64,1065.246188
United States,No Measure Value,2017-12,40.0792,-98.8164,9983
United Kingdom,No Measure Value,2017-12,52.289,-1.259,756.024086
Sudan,No Measure Value,2017-12,15.739,29.533,83
South Sudan,No Measure Value,2017-12,7.1,30.48,150
Saudi Arabia,No Measure Value,2017-12,24.191,44.32,9980
Papua New Guinea,No Measure Value,2017-12,-5.636,142.798,49.4041
Oman,No Measure Value,2017-12,19.85,56.25,980.459855
Norway,No Measure Value,2017-12,61.3701,9.3031,1543
Nigeria,No Measure Value,2017-12,9.3417,7.678,2052.451613
Mexico,No Measure Value,2017-12,22.925,-101.68,1872.836334
Kuwait,No Measure Value,2017-12,29.3169,47.4272,2701
Kazakhstan,No Measure Value,2017-12,48.866,69.772,1807.72
Iraq,No Measure Value,2017-12,33.545,43.278,4353
Iran,No Measure Value,2017-12,33.408,54.0418,3811
Indonesia,No Measure Value,2017-12,-0.739,114.045,760
Ghana,No Measure Value,2017-12,7.258,-1.062,226.935484
Gabon,No Measure Value,2017-12,-0.406,11.914,165.741935
Egypt,No Measure Value,2017-12,26.16,28.742,633.258065
Congo (Brazzaville),No Measure Value,2017-12,0.509,16.08,313.709677
Colombia,No Measure Value,2017-12,3.794,-73.606,870.319463
Chad,No Measure Value,2017-12,15.981,18.781,105.935484
Brazil,No Measure Value,2017-12,-11.694,-48.978,2612.372
Argentina,No Measure Value,2017-12,-33.166,-64.31,250.088628
Angola,No Measure Value,2017-12,-12.836,17.808,1559.929032
Algeria,No Measure Value,2017-12,28.6045,2.64,1063.433003
United States,No Measure Value,2018-01,40.0792,-98.8164,10000
United Kingdom,No Measure Value,2018-01,52.289,-1.259,1000.614407
Sudan,No Measure Value,2018-01,15.739,29.533,98.7
South Sudan,No Measure Value,2018-01,7.1,30.48,127.853417
Saudi Arabia,No Measure Value,2018-01,24.191,44.32,9983
Papua New Guinea,No Measure Value,2018-01,-5.636,142.798,29.7355
Oman,No Measure Value,2018-01,19.85,56.25,871.945161
Norway,No Measure Value,2018-01,61.3701,9.3031,1622
Nigeria,No Measure Value,2018-01,9.3417,7.678,1945.935484
Mexico,No Measure Value,2018-01,22.925,-101.68,1908.961685
Kuwait,No Measure Value,2018-01,29.3169,47.4272,2705
Kazakhstan,No Measure Value,2018-01,48.866,69.772,1856.31
Iraq,No Measure Value,2018-01,33.545,43.278,4452
Iran,No Measure Value,2018-01,33.408,54.0418,3817
Indonesia,No Measure Value,2018-01,-0.739,114.045,731
Ghana,No Measure Value,2018-01,7.258,-1.062,213.870968
Gabon,No Measure Value,2018-01,-0.406,11.914,187.354839
Egypt,No Measure Value,2018-01,26.16,28.742,631.612903
Denmark,No Measure Value,2018-01,56.113,9.096,126.8
Congo (Brazzaville),No Measure Value,2018-01,0.509,16.08,283.064516
Colombia,No Measure Value,2018-01,3.794,-73.606,860.830997
Chad,No Measure Value,2018-01,15.981,18.781,136.580645
Brazil,No Measure Value,2018-01,-11.694,-48.978,2615.193452
Argentina,No Measure Value,2018-01,-33.166,-64.31,456.612279
Angola,No Measure Value,2018-01,-12.836,17.808,1619.225806
Algeria,No Measure Value,2018-01,28.6045,2.64,1060
United States,No Measure Value,2018-02,40.0792,-98.8164,10262
United Kingdom,No Measure Value,2018-02,52.289,-1.259,1014.636072
Sudan,No Measure Value,2018-02,15.739,29.533,96.82
South Sudan,No Measure Value,2018-02,7.1,30.48,176.631833
Saudi Arabia,No Measure Value,2018-02,24.191,44.32,9935
Papua New Guinea,No Measure Value,2018-02,-5.636,142.798,29.7355
Oman,No Measure Value,2018-02,19.85,56.25,879.313793
Norway,No Measure Value,2018-02,61.3701,9.3031,1566
Nigeria,No Measure Value,2018-02,9.3417,7.678,2097.321429
Mexico,No Measure Value,2018-02,22.925,-101.68,1876.424438
Kuwait,No Measure Value,2018-02,29.3169,47.4272,2700
Kazakhstan,No Measure Value,2018-02,48.866,69.772,1905.87
Iraq,No Measure Value,2018-02,33.545,43.278,4374
Iran,No Measure Value,2018-02,33.408,54.0418,3742
Indonesia,No Measure Value,2018-02,-0.739,114.045,743
Ghana,No Measure Value,2018-02,7.258,-1.062,165.714286
Gabon,No Measure Value,2018-02,-0.406,11.914,170.107143
Egypt,No Measure Value,2018-02,26.16,28.742,636.285714
Denmark,No Measure Value,2018-02,56.113,9.096,118.4
Congo (Brazzaville),No Measure Value,2018-02,0.509,16.08,312.857143
Colombia,No Measure Value,2018-02,3.794,-73.606,823.326032
Chad,No Measure Value,2018-02,15.981,18.781,115.785714
Brazil,No Measure Value,2018-02,-11.694,-48.978,2617.345286
Argentina,No Measure Value,2018-02,-33.166,-64.31,459.982944
Angola,No Measure Value,2018-02,-12.836,17.808,1575.928571
Algeria,No Measure Value,2018-02,28.6045,2.64,1050
United States,No Measure Value,2018-03,40.0792,-98.8164,10466
United Kingdom,No Measure Value,2018-03,52.289,-1.259,946.830381
Sudan,No Measure Value,2018-03,15.739,29.533,94
South Sudan,No Measure Value,2018-03,7.1,30.48,132.692108
Saudi Arabia,No Measure Value,2018-03,24.191,44.32,9907
Papua New Guinea,No Measure Value,2018-03,-5.636,142.798,29.7355
Oman,No Measure Value,2018-03,19.85,56.25,856.93871
Norway,No Measure Value,2018-03,61.3701,9.3031,1520
Nigeria,No Measure Value,2018-03,9.3417,7.678,1975.83871
Mexico,No Measure Value,2018-03,22.925,-101.68,1845.624924
Kuwait,No Measure Value,2018-03,29.3169,47.4272,2700
Kazakhstan,No Measure Value,2018-03,48.866,69.772,1890.31
Iraq,No Measure Value,2018-03,33.545,43.278,4402
Iran,No Measure Value,2018-03,33.408,54.0418,3823
Indonesia,No Measure Value,2018-03,-0.739,114.045,741
Ghana,No Measure Value,2018-03,7.258,-1.062,213.870968
Gabon,No Measure Value,2018-03,-0.406,11.914,174.451613
Egypt,No Measure Value,2018-03,26.16,28.742,637.709677
Denmark,No Measure Value,2018-03,56.113,9.096,110.9
Congo (Brazzaville),No Measure Value,2018-03,0.509,16.08,283.064516
Colombia,No Measure Value,2018-03,3.794,-73.606,856.367561
Chad,No Measure Value,2018-03,15.981,18.781,136.580645
Brazil,No Measure Value,2018-03,-11.694,-48.978,2557.299581
Argentina,No Measure Value,2018-03,-33.166,-64.31,464.219085
Angola,No Measure Value,2018-03,-12.836,17.808,1428.225806
Algeria,No Measure Value,2018-03,28.6045,2.64,1060
United States,No Measure Value,2018-04,40.0792,-98.8164,10499
United Kingdom,No Measure Value,2018-04,52.289,-1.259,1046.347629
Sudan,No Measure Value,2018-04,15.739,29.533,93.06
South Sudan,No Measure Value,2018-04,7.1,30.48,156.088877
Saudi Arabia,No Measure Value,2018-04,24.191,44.32,9868.38
Papua New Guinea,No Measure Value,2018-04,-5.636,142.798,45.8108
Oman,No Measure Value,2018-04,19.85,56.25,863.943333
Norway,No Measure Value,2018-04,61.3701,9.3031,1510
Nigeria,No Measure Value,2018-04,9.3417,7.678,1903.866667
Mexico,No Measure Value,2018-04,22.925,-101.68,1868.419128
Kuwait,No Measure Value,2018-04,29.3169,47.4272,2705.4
Kazakhstan,No Measure Value,2018-04,48.866,69.772,1888.44
Iraq,No Measure Value,2018-04,33.545,43.278,4425
Iran,No Measure Value,2018-04,33.408,54.0418,3804
Indonesia,No Measure Value,2018-04,-0.739,114.045,731
Ghana,No Measure Value,2018-04,7.258,-1.062,220
Gabon,No Measure Value,2018-04,-0.406,11.914,234
Egypt,No Measure Value,2018-04,26.16,28.742,642.033333
Denmark,No Measure Value,2018-04,56.113,9.096,113.4
Congo (Brazzaville),No Measure Value,2018-04,0.509,16.08,323.666667
Colombia,No Measure Value,2018-04,3.794,-73.606,864.882751
Chad,No Measure Value,2018-04,15.981,18.781,109
Brazil,No Measure Value,2018-04,-11.694,-48.978,2596.7278
Argentina,No Measure Value,2018-04,-33.166,-64.31,462.394147
Angola,No Measure Value,2018-04,-12.836,17.808,1510.666667
Algeria,No Measure Value,2018-04,28.6045,2.64,1070
United States,No Measure Value,2018-05,40.0792,-98.8164,10434
United Kingdom,No Measure Value,2018-05,52.289,-1.259,1035.774364
Sudan,No Measure Value,2018-05,15.739,29.533,91.18
South Sudan,No Measure Value,2018-05,7.1,30.48,152.50217
Saudi Arabia,No Measure Value,2018-05,24.191,44.32,10030
Papua New Guinea,No Measure Value,2018-05,-5.636,142.798,45.8108
Oman,No Measure Value,2018-05,19.85,56.25,877.867742
Norway,No Measure Value,2018-05,61.3701,9.3031,1319
Nigeria,No Measure Value,2018-05,9.3417,7.678,1849.225806
Mexico,No Measure Value,2018-05,22.925,-101.68,1850.029785
Kuwait,No Measure Value,2018-05,29.3169,47.4272,2700
Kazakhstan,No Measure Value,2018-05,48.866,69.772,1913.07
Iraq,No Measure Value,2018-05,33.545,43.278,4440
Iran,No Measure Value,2018-05,33.408,54.0418,3825
Indonesia,No Measure Value,2018-05,-0.739,114.045,741
Ghana,No Measure Value,2018-05,7.258,-1.062,213.870968
Gabon,No Measure Value,2018-05,-0.406,11.914,160.258065
Egypt,No Measure Value,2018-05,26.16,28.742,644.967742
Denmark,No Measure Value,2018-05,56.113,9.096,113.8
Congo (Brazzaville),No Measure Value,2018-05,0.509,16.08,283.064516
Colombia,No Measure Value,2018-05,3.794,-73.606,865.993814
Chad,No Measure Value,2018-05,15.981,18.781,105.935484
Brazil,No Measure Value,2018-05,-11.694,-48.978,2607.455871
Argentina,No Measure Value,2018-05,-33.166,-64.31,247.60242
Angola,No Measure Value,2018-05,-12.836,17.808,1494.677419
Algeria,No Measure Value,2018-05,28.6045,2.64,1065
United States,No Measure Value,2018-06,40.0792,-98.8164,10640
United Kingdom,No Measure Value,2018-06,52.289,-1.259,935.199512
Sudan,No Measure Value,2018-06,15.739,29.533,88.36
South Sudan,No Measure Value,2018-06,7.1,30.48,105
Saudi Arabia,No Measure Value,2018-06,24.191,44.32,10489.1
Papua New Guinea,No Measure Value,2018-06,-5.636,142.798,45.8108
Oman,No Measure Value,2018-06,19.85,56.25,877.816667
Norway,No Measure Value,2018-06,61.3701,9.3031,1486
Nigeria,No Measure Value,2018-06,9.3417,7.678,1859.333333
Mexico,No Measure Value,2018-06,22.925,-101.68,1828.42981
Kuwait,No Measure Value,2018-06,29.3169,47.4272,2707
Kazakhstan,No Measure Value,2018-06,48.866,69.772,1886.84
Iraq,No Measure Value,2018-06,33.545,43.278,4584
Iran,No Measure Value,2018-06,33.408,54.0418,3810
Indonesia,No Measure Value,2018-06,-0.739,114.045,727
Ghana,No Measure Value,2018-06,7.258,-1.062,156.666667
Gabon,No Measure Value,2018-06,-0.406,11.914,220.666667
Egypt,No Measure Value,2018-06,26.16,28.742,636.466667
Denmark,No Measure Value,2018-06,56.113,9.096,106.2
Congo (Brazzaville),No Measure Value,2018-06,0.509,16.08,323.666667
Colombia,No Measure Value,2018-06,3.794,-73.606,863.745853
Chad,No Measure Value,2018-06,15.981,18.781,109
Brazil,No Measure Value,2018-06,-11.694,-48.978,2589.845067
Argentina,No Measure Value,2018-06,-33.166,-64.31,247.386961
Angola,No Measure Value,2018-06,-12.836,17.808,1407.666667
Algeria,No Measure Value,2018-06,28.6045,2.64,1065
United States,No Measure Value,2018-07,40.0792,-98.8164,10896
United Kingdom,No Measure Value,2018-07,52.289,-1.259,1003.592097
Sudan,No Measure Value,2018-07,15.739,29.533,86.48
South Sudan,No Measure Value,2018-07,7.1,30.48,106.330294
Saudi Arabia,No Measure Value,2018-07,24.191,44.32,10288.3
Papua New Guinea,No Measure Value,2018-07,-5.636,142.798,49.4453
Oman,No Measure Value,2018-07,19.85,56.25,880.035484
Norway,No Measure Value,2018-07,61.3701,9.3031,1527
Nigeria,No Measure Value,2018-07,9.3417,7.678,1890.483871
Mexico,No Measure Value,2018-07,22.925,-101.68,1822.87648
Kuwait,No Measure Value,2018-07,29.3169,47.4272,2800
Kazakhstan,No Measure Value,2018-07,48.866,69.772,1904.18
Iraq,No Measure Value,2018-07,33.545,43.278,4284.681944
Iran,No Measure Value,2018-07,33.408,54.0418,3782
Indonesia,No Measure Value,2018-07,-0.739,114.045,708
Ghana,No Measure Value,2018-07,7.258,-1.062,183.225806
Gabon,No Measure Value,2018-07,-0.406,11.914,185.903226
Egypt,No Measure Value,2018-07,26.16,28.742,634.419355
Denmark,No Measure Value,2018-07,56.113,9.096,122.1
